YEAR,TS,Tmax,Tmin,T,WS,RH,SH,PS,SI
1/7/1995,13.51,23.52,7.17,14.65,3.09,30.71,3.15,101.27,54.77
1/8/1995,13.78,24.05,6.68,14.34,3.11,30.75,3.11,100.74,55.16
1/9/1995,13.8,23.55,6.49,14.71,2.68,31.99,3.32,100.54,57.11
1/10/1995,13.45,22.94,6.8,14.01,3.94,38.45,3.8,101.08,57.52
1/11/1995,14.21,23.05,6.09,14.44,2.02,42.87,4.34,101.36,57.59
1/12/1995,14.82,24.01,7.44,15.03,2.93,36.94,3.89,101.13,59.44
1/13/1995,16.72,23.38,11.11,15.97,2.99,57.08,6.42,100.77,57.56
1/14/1995,13.9,18.43,9.85,13.59,4.46,74.5,7.18,100.96,58
1/15/1995,13.28,20.9,6.66,13.72,1.87,60.5,5.86,101.28,49.15
1/16/1995,12.06,21.17,6.96,13.94,1.64,39.56,3.88,101.42,54.89
1/17/1995,11.59,21.67,6.28,13.35,1.67,32.5,3.05,101.73,56.77
1/18/1995,12.38,21.25,6.6,13.29,1.8,36.4,3.41,101.66,57.66
1/19/1995,14.99,24.53,7.09,15.05,3.19,46.34,4.89,101.18,56
1/20/1995,16.93,26.36,12.44,17.69,2.71,47.95,6.01,100.85,23.65
1/21/1995,14.3,25.31,6.85,15.88,2.63,21.14,2.36,100.89,
1/22/1995,13.59,24.97,5.51,15.23,2.36,22.98,2.45,101.01,56.78
1/23/1995,16.32,27.5,9.19,18.41,2.48,33.43,4.38,100.81,57.6
1/24/1995,15.77,24.91,7.92,15.93,3.46,26.71,2.99,100.94,44.3
1/25/1995,15.79,25.44,7.17,16.02,2.24,29.33,3.29,101.1,30.71
1/26/1995,17.41,27.31,10.03,18.27,2.52,31.07,4.02,101.17,57.81
1/27/1995,18.92,27.14,13.7,19.25,1.68,40.27,5.56,101.04,55.09
1/28/1995,19.11,27.41,12.17,19.07,2.63,39.75,5.41,101.2,55.48
1/29/1995,17.59,27.67,9.8,18.38,2.59,24.53,3.19,101.26,53.37
1/30/1995,17.46,27.89,9.34,18.53,2.27,25.86,3.4,101.1,56.29
1/31/1995,17.46,28.31,9.59,18.15,2.69,20.56,2.64,101.06,56.53
2/1/1995,17.4,28.53,8.09,18.02,2.6,19.46,2.48,101.1,61.57
2/2/1995,18.45,28.77,11.9,19.58,2.11,20.15,2.84,100.89,62.05
2/3/1995,17.84,28.24,9.43,18.53,2.28,19.44,2.56,100.81,64.91
2/4/1995,18.31,28.57,9.76,18.42,2.35,20.24,2.65,100.99,66.48
2/5/1995,18.31,28.04,10.81,18.89,1.62,20.63,2.77,101.37,46.07
2/6/1995,20.76,30.49,15.47,21.6,2.15,21.47,3.41,101.28,51.65
2/7/1995,22.37,32.51,15.2,22.77,2.77,29.28,5.01,101.02,41.68
2/8/1995,22.82,32.94,14.82,23.62,1.65,27.99,5.06,100.69,34.86
2/9/1995,25.33,34.71,15.99,24.62,2.85,29.43,5.67,100.45,64.25
2/10/1995,24.08,32.07,15.73,24.11,2.86,33.35,6.24,100.28,22.33
2/11/1995,24.1,31.01,18.14,23.76,4.22,36.56,6.71,100.22,61.53
2/12/1995,20.93,28.61,11.27,19.89,3.63,29.58,4.27,100.44,75.71
2/13/1995,19.74,24.79,15.08,19.44,3.71,48.37,6.79,100.53,59.14
2/14/1995,19.25,28.09,12.06,19.74,2.76,23.57,3.37,100.33,63.49
2/15/1995,18.33,28.76,9.41,18.49,3.48,15.24,2.01,100.6,84.01
2/16/1995,18.07,29.5,12.19,19.63,3.18,15.28,2.17,100.46,78.76
2/17/1995,19.53,29.73,10.01,19.85,3.43,16.93,2.44,100.3,68.98
2/18/1995,19.92,29.07,11.54,20.06,3.65,17.23,2.51,100.38,74.74
2/19/1995,18.8,28.76,9.72,19.1,3.22,13.08,1.79,100.5,76.52
2/20/1995,19.87,28.26,10.61,19.03,3.02,19.96,2.72,100.7,76.94
2/21/1995,19.57,24.62,13.8,18.22,2.45,39.56,5.13,100.73,78.5
2/22/1995,17.63,26.49,9.73,17.58,3.61,23.78,2.96,100.57,
2/23/1995,17.56,28.56,6.87,17.33,2.23,14.26,1.75,100.53,75.55
2/24/1995,18.5,28.11,9.63,18.15,3.24,24.34,3.14,100.71,85.91
2/25/1995,21.82,28.11,13.34,20.08,2.97,50.12,7.33,100.49,71.77
2/26/1995,20.1,24.46,13.5,18.75,3.29,53.25,7.17,100.41,79.53
2/27/1995,17.34,24.74,9.89,16.58,4.53,17.64,2.06,100.5,83.46
2/28/1995,16.07,24.89,5.26,15.16,2.76,19.04,2.03,100.71,72.37
3/1/1995,18.23,26.22,8.53,16.96,3.01,20.99,2.5,100.99,90.75
3/2/1995,18.44,27.23,10.67,18.82,2.73,18.33,2.45,101.11,51.12
3/3/1995,16.77,25.6,9.97,17.67,2.73,19.47,2.43,101.04,87.48
3/4/1995,19.34,28.75,13.2,20.45,1.53,19.52,2.91,100.67,86.04
3/5/1995,18.69,29.08,9.5,19.31,3.09,12.86,1.79,100.45,83.96
3/6/1995,19.58,30.21,9.12,20.19,2.45,11.69,1.72,100.47,75.41
3/7/1995,19.5,29.4,9.72,19.16,3.84,14.33,1.97,100.62,83.68
3/8/1995,17.95,27.37,8.79,18.05,4.4,10.34,1.32,100.85,66.27
3/9/1995,18.24,28.51,8.64,18.78,2.98,10.29,1.38,100.87,76.05
3/10/1995,18.97,29.38,13.09,20.75,1.22,9.83,1.49,100.9,95.01
3/11/1995,21.01,30.75,10.56,20.63,3.41,20.15,3.03,100.95,97.56
3/12/1995,23.19,31.96,13.54,22.46,3.08,15.72,2.64,100.85,100.82
3/13/1995,24.87,32.69,18.64,24.56,2.12,15.36,2.94,100.69,103.37
3/14/1995,22.82,29.58,17.03,23.13,3.05,17.78,3.12,100.71,94.92
3/15/1995,23.72,31.41,16.96,23.41,4.23,19.19,3.43,100.52,103.78
3/16/1995,24.06,31.8,14.63,23.25,2.32,34.29,6.07,100.61,100.9
3/17/1995,25.7,34.07,15.83,24.83,2.01,20.53,3.99,100.61,93.74
3/18/1995,27.58,34.57,19.89,26.55,2.63,22.23,4.79,100.54,107.02
3/19/1995,29.03,36.33,18.73,27.81,1.87,26.12,6.06,100.61,104.74
3/20/1995,28.17,35.62,19.39,27.27,3.65,26.09,5.86,100.76,108.13
3/21/1995,30.31,37.14,21.19,28.78,2.46,23.16,5.69,100.56,104.25
3/22/1995,30.16,38.22,22.32,29.41,3.84,27.97,7.15,100.26,109.24
3/23/1995,31.15,37.78,23.83,30.44,3.08,22.99,6.26,99.87,111.59
3/24/1995,31.32,36.28,23.72,29.54,3.55,30.81,7.98,99.82,113.5
3/25/1995,27.17,35.07,19.11,26.74,3.98,13.64,2.99,99.87,88.57
3/26/1995,26.76,35.92,15.25,26,2.37,19.24,4.03,100.02,
3/27/1995,28.41,36.4,19.61,27.5,4.18,19.33,4.43,100.02,111.04
3/28/1995,29.04,36.15,20.88,27.77,5.45,24.31,5.68,99.66,109.66
3/29/1995,25.6,33.82,16.19,25.17,2.83,11.44,2.29,99.81,112.45
3/30/1995,24.1,33.45,13.53,24.08,2.75,8.53,1.59,99.99,111.06
3/31/1995,25.39,35.06,13.75,25.45,2.1,10.93,2.21,100.21,112.44
4/1/1995,26.05,34.9,16.84,26,3.18,9.1,1.9,100.35,117.4
4/2/1995,25.67,34.77,14.78,24.92,2.65,10.78,2.11,100.49,117.98
4/3/1995,26.91,35.93,16.77,26.51,2,9.91,2.13,100.64,118.68
4/4/1995,29.19,39.99,17.39,28.17,2.29,8.33,1.98,100.2,120.19
4/5/1995,30.85,41.23,18.64,29.55,3.14,9.01,2.33,99.84,119.12
4/6/1995,29.89,39.32,19.36,29.33,2.9,12.79,3.26,99.97,117.15
4/7/1995,30.41,39.1,19.14,29.16,2.13,17.21,4.35,99.8,114.38
4/8/1995,31.03,38.14,21.94,29.8,3.52,20.43,5.39,99.35,111.86
4/9/1995,29.28,36.55,19.1,28.16,2.82,14.05,3.35,99.69,111.56
4/10/1995,28.29,36.06,18.25,27.54,3.12,19.93,4.56,100.42,110.5
4/11/1995,29.31,37.55,19.86,28.94,2.17,15.76,3.9,100.59,115.21
4/12/1995,30.24,39.43,18.93,29.83,1.88,8.95,2.33,100.41,115.18
4/13/1995,31.95,40.89,23.21,31.63,1.98,8.01,2.33,99.85,117.36
4/14/1995,31.77,40.52,19.69,30,2.04,18.39,4.9,99.46,116.65
4/15/1995,31.28,37.79,20.74,29.67,2.82,27.54,7.19,99.75,117.16
4/16/1995,30.29,36.66,23.15,29.4,4.78,25.13,6.44,99.9,116.15
4/17/1995,29.83,34.13,23.71,28.42,3.76,43.85,10.64,100,115.12
4/18/1995,30.57,34.73,22.63,28.61,2.78,41.83,10.23,100.3,114.96
4/19/1995,30.27,35.41,21.19,28.36,1.71,41.32,9.95,100.37,117.16
4/20/1995,32.08,38.47,22.25,30.29,1.91,29.66,7.99,100.18,116.88
4/21/1995,33.7,40.64,23.4,32.05,4.29,27.12,8.1,99.79,91.48
4/22/1995,35.21,41.61,24.32,33,3.72,30.99,9.79,99.7,106.72
4/23/1995,34.74,39.57,26.56,33.11,3.2,28.99,9.18,99.97,111.9
4/24/1995,33.2,38.63,27.3,32.41,2.14,30.9,9.42,99.85,116.28
4/25/1995,34.78,40.46,24.68,32.51,2.12,31,9.52,99.72,118.27
4/26/1995,34.21,39.17,25.66,32.08,3.21,29.73,8.89,99.85,116.22
4/27/1995,33.7,39.2,25.52,31.93,3.78,32.81,9.73,99.95,
4/28/1995,33.92,40.66,24.9,32.6,2.69,23.13,7.11,100.02,78.95
4/29/1995,34.62,39.57,24.95,33.04,2.28,23.39,7.37,99.99,118.78
4/30/1995,32.56,38.91,23.87,32.16,2.6,21.85,6.55,99.96,116.29
5/1/1995,33.13,40.66,21.89,32.5,2.44,17.93,5.49,99.72,120.91
5/2/1995,34.43,41.26,24.5,33.8,1.5,17.42,5.73,99.86,121.64
5/3/1995,35.22,42.82,27.17,35.11,1.66,14.93,5.27,99.92,116.96
5/4/1995,36.01,44.02,26.97,35.79,1.84,14.34,5.27,99.66,119.84
5/5/1995,37.98,45.73,25.52,35.97,2.26,13.54,5.04,99.36,125.28
5/6/1995,38.7,46.4,26.47,36.69,3.06,14.59,5.65,99.45,128.82
5/7/1995,38.87,46.46,27.94,37.32,5.25,14.95,5.99,99.57,127.54
5/8/1995,39.86,47.39,29.57,38.21,5.6,12.74,5.35,99.55,128.9
5/9/1995,40.1,47.78,28.54,38.19,4.84,13.32,5.61,99.24,125.24
5/10/1995,40.35,47.68,29.25,38.61,5.1,16,6.91,99.1,126.37
5/11/1995,42,48.44,29.75,39.37,3.01,10.9,4.89,99.19,125.46
5/12/1995,39.69,46.11,30.17,38.57,2.96,12.09,5.18,99.44,123.73
5/13/1995,40.8,48.14,30.14,39.59,2.73,11.28,5.12,99.17,127.22
5/14/1995,40.61,48.86,28.78,39.26,3.49,7.66,3.43,98.77,124.98
5/15/1995,40.96,48.32,27.64,38.5,3.34,7.8,3.36,98.54,124.64
5/16/1995,39.53,46.69,28.03,37.36,6.79,16.24,6.58,98.63,124.84
5/17/1995,39.06,44.13,26.53,35.39,3.37,30.19,11,98.74,125.35
5/18/1995,37.07,43.22,26.85,35.4,3.89,6.72,2.43,98.88,127.07
5/19/1995,36.34,41.9,24.96,34.08,3.23,9.53,3.2,99.12,127.06
5/20/1995,35.58,41.48,23.06,32.81,3.03,26.27,8.21,99.56,126.49
5/21/1995,36.28,42.89,25.43,34.09,5.04,20.04,6.73,99.46,124.53
5/22/1995,35.59,42.79,21.8,33.3,1.94,5.7,1.83,99.3,109.09
5/23/1995,35.18,41.48,22.7,32.62,3.66,22.35,6.9,99.59,124.5
5/24/1995,36.82,42.98,24.62,34.22,4.78,21.18,7.15,99.68,126.9
5/25/1995,36.68,42.98,24.77,34.63,2.99,15.67,5.4,99.82,119.65
5/26/1995,33.91,40.34,24.45,33.06,3.25,5.38,1.69,100.07,120.4
5/27/1995,36.55,43.72,25.31,35.28,3.46,8.05,2.87,99.92,108.14
5/28/1995,38.56,44.97,26.37,36.6,2.29,10.49,4.03,99.69,96.2
5/29/1995,38.71,44.89,26.36,36.34,3.61,9.82,3.72,99.55,
5/30/1995,40.03,45.01,29.4,37.63,4.01,14.18,5.78,99.46,124.29
5/31/1995,40.25,45.14,28.8,37.65,3.59,16.17,6.6,99.42,129.53
6/1/1995,39.97,45.18,29.38,37.81,4.13,13.48,5.55,99.37,124.35
6/2/1995,40.06,45.81,29.71,37.65,4.95,11.22,4.58,99.28,124.48
6/3/1995,39.4,45.38,27.69,37.55,3.86,7.84,3.18,99.25,126.6
6/4/1995,40.26,46.54,28.09,38.73,1.64,7.21,3.12,99.2,127.49
6/5/1995,40.48,47.56,28.16,38.29,2.85,6.77,2.86,99.1,129.49
6/6/1995,40.99,47.68,27.53,38.44,2.71,10.63,4.54,98.97,125.66
6/7/1995,41.96,48.75,29.46,39.77,3.41,11.65,5.36,98.87,124.18
6/8/1995,42.64,49.44,30.6,40.5,3.92,9.13,4.37,98.71,122.73
6/9/1995,42.66,49.45,29.63,40.05,3.84,9.34,4.37,98.58,126.46
6/10/1995,41.86,47.46,28.74,38.56,5.77,26.86,11.66,98.52,123.04
6/11/1995,42.21,48.75,28.83,38.73,5.38,26.76,11.74,98.45,120.3
6/12/1995,42.41,48.62,28.5,38.72,4.92,26.62,11.66,98.47,103.25
6/13/1995,40.84,46.7,29.22,38.07,7.56,30.83,13.03,98.64,122.97
6/14/1995,40.77,45.56,29.14,37.54,5.62,28.69,11.73,98.97,125.47
6/15/1995,42.96,47.41,30.41,39.33,3.74,21.2,9.54,98.95,125.06
6/16/1995,42.18,47.87,31.02,39.66,8,25.63,11.77,98.81,127.13
6/17/1995,42.37,47.7,30.37,38.88,7.51,33.34,14.75,98.53,125.94
6/18/1995,42.13,47.49,30.16,38.37,7.75,36,15.51,98.52,126.16
6/19/1995,41.85,47.05,29.94,38.41,8.33,36.32,15.66,98.64,127.78
6/20/1995,43.73,48.44,30.57,39.47,5.38,25.3,11.52,98.61,104.19
6/21/1995,41.96,46.61,29.68,38.36,3.34,14.86,6.35,98.72,97.05
6/22/1995,38.94,42.64,28.82,35.53,4.73,35.67,13.08,99.05,118.29
6/23/1995,36.89,41.02,28.15,34.72,3.33,39.4,13.8,99.15,128.12
6/24/1995,39.41,43.82,30.02,37.03,4.6,36.3,14.46,98.99,128.23
6/25/1995,41.22,44.26,30.91,37.72,4.12,36.25,14.97,99.15,128.69
6/26/1995,42.63,47.87,32.94,40.14,2.45,19.29,9.05,99.05,126.42
6/27/1995,44.04,49.01,31.07,40.4,2.62,22.44,10.72,98.76,118.53
6/28/1995,44.9,49.82,32.17,41.49,2.7,19.85,10.05,98.61,126.63
6/29/1995,44.03,50.31,33.02,41.9,3.41,16.71,8.65,98.51,121.23
6/30/1995,43.56,50.46,30.13,40.61,2.93,14.08,6.81,98.34,
7/1/1995,42.59,50.22,29.14,39.53,6.39,27.5,12.63,98.14,117.29
7/2/1995,42.89,49.33,29.12,38.8,5.42,30.01,13.26,98.15,126.42
7/3/1995,41.95,48.11,29.35,38.49,6.66,33.24,14.42,98.38,122.9
7/4/1995,40.54,45.63,29.56,37.44,6.93,39.23,16.07,98.57,121.47
7/5/1995,41.06,45.21,29.86,37.66,5.36,37.55,15.56,98.52,123.4
7/6/1995,41.4,45.15,30.3,38.07,5.97,35.74,15.12,98.65,114.45
7/7/1995,41.44,46.2,30.64,38.22,6.7,35.14,14.99,98.66,124.65
7/8/1995,40.64,45.28,29.22,37.32,5.95,36.34,14.76,98.67,114.15
7/9/1995,40.43,44.36,29.17,36.93,5.69,37.03,14.72,98.72,123.42
7/10/1995,41.41,45.2,30.21,37.97,5.56,32.63,13.74,98.51,124.67
7/11/1995,41.47,45.67,30.28,38.36,5.69,31.69,13.62,98.59,124.1
7/12/1995,44.04,46.97,33.59,40.47,3.86,28.71,13.79,98.73,126.91
7/13/1995,44.07,46.98,34.66,40.91,5.28,27.97,13.76,98.66,121.29
7/14/1995,43.25,46.15,34.48,40.27,5.46,31.7,15.08,98.71,129.38
7/15/1995,43.28,46.25,34.03,40.21,6.19,33.4,15.87,98.57,121.2
7/16/1995,42.71,44.95,32.54,38.76,5.24,37.2,16.37,98.51,124.27
7/17/1995,41.53,43.47,32.95,38.49,5.07,37.23,16.15,98.5,118.48
7/18/1995,41.62,43.78,32.59,38.41,4.77,38.64,16.69,98.55,121.36
7/19/1995,39.63,42.05,33.02,36.96,5.33,42.73,17.04,98.64,123.08
7/20/1995,37.43,40.39,31.91,35.43,7.56,48.52,17.8,98.66,123.32
7/21/1995,35.18,37.68,30.78,33.46,5.48,57.49,18.89,98.88,126.94
7/22/1995,32.64,34.82,29.42,31.78,2.13,69.01,20.61,99.02,126.06
7/23/1995,35.32,38.43,28.08,33.18,2.46,59.49,19.19,99.16,126.12
7/24/1995,37.11,40.36,28.93,34.56,2.93,51.26,17.85,99.06,121.71
7/25/1995,37.13,39.43,30.06,34.72,2.18,51.02,17.95,98.96,124.68
7/26/1995,37.46,40.49,30.45,35,1.17,51.54,18.45,98.8,123.37
7/27/1995,32.81,35.61,28.97,32.21,3.02,65.74,20.15,98.89,124.69
7/28/1995,36.02,40.58,27.39,33.93,3.57,53.62,18.04,99.03,120.24
7/29/1995,37.4,42.02,28.61,35.35,2.87,46.68,16.99,98.94,112.92
7/30/1995,38.83,42.2,29.49,36.14,1.93,43.4,16.52,98.79,114.18
7/31/1995,38.47,42.93,30.39,36.4,4.01,43.24,16.7,98.8,119.47
8/1/1995,38.42,43.83,28.92,36.37,5.04,43.36,16.72,98.8,
8/2/1995,39.23,45.1,28.93,36.81,4.35,40.2,15.92,98.52,109.74
8/3/1995,38.44,43.5,28.8,36.12,4.54,42.22,16.1,98.48,124
8/4/1995,39.03,42.75,29.5,36.4,2.95,42.67,16.47,98.85,121.86
8/5/1995,40.22,43.13,31.38,37.45,2.35,39.87,16.27,98.97,126.43
8/6/1995,40.13,45.76,30.5,37.6,4.34,37,15.25,98.71,127.63
8/7/1995,38.74,45.28,28.4,36.42,5.24,36.43,14.1,98.51,123.96
8/8/1995,37.64,43.75,27.3,35.32,4.85,40.62,14.8,98.55,101.94
8/9/1995,38.19,42.43,28.15,35.43,3.61,41.08,15.01,98.96,107.7
8/10/1995,40.63,43.9,30.89,37.57,2.22,35.28,14.44,99.23,117.69
8/11/1995,39.67,42.57,32.27,37.18,3.59,38.88,15.56,99.44,120.94
8/12/1995,38.63,43.45,30.6,36.44,6.09,41.86,16.15,99.05,123.08
8/13/1995,38.35,47.08,27.75,36.35,7.53,39.88,15.44,98.23,120.77
8/14/1995,37.58,43.66,27.31,35.05,3.8,42.76,15.39,98.35,122.41
8/15/1995,38.23,43.16,28.01,35.4,3.79,42.92,15.66,98.94,125.94
8/16/1995,38.39,43.58,29.07,36.11,5.03,39.71,15.04,99.08,122.78
8/17/1995,37.4,41.65,28.97,35.16,4.7,42.8,15.35,99.33,125.11
8/18/1995,38.05,41.32,29.89,35.5,3.79,42.72,15.59,99.43,120.72
8/19/1995,39.14,42.44,30.56,36.42,3.78,40.83,15.7,99.32,120.51
8/20/1995,39.36,44.11,30.12,36.94,4.76,39.34,15.59,99.12,120.84
8/21/1995,38.01,42.91,28.84,35.63,4.94,42.46,15.65,99.17,120.2
8/22/1995,38.09,42.37,29.25,35.71,4.65,40.46,14.96,99.26,122.49
8/23/1995,38.86,43.16,29.78,36.32,3.98,36.97,14.13,99.25,120.68
8/24/1995,39.08,43.97,30,36.82,4.49,34.62,13.59,99.27,122.11
8/25/1995,40.04,44.76,30.63,37.69,4.02,32.13,13.22,99.25,119.06
8/26/1995,40.37,45.01,31.14,37.86,4.36,34.83,14.51,99.04,119
8/27/1995,38.68,43.12,31,36.46,4.65,42.19,16.31,98.99,117.22
8/28/1995,38.92,43.3,30.28,36.34,3.52,43.22,16.61,98.99,117.83
8/29/1995,38.9,44.21,30.22,36.87,4.25,38.09,15.08,98.79,118.38
8/30/1995,39.02,45.74,29.37,37.01,3.97,31.93,12.72,98.76,116.8
8/31/1995,38.99,44.65,29.08,36.8,3.8,31.81,12.51,98.93,118.95
9/1/1995,38.71,42.95,29.6,36.33,2.71,30.03,11.49,99.01,114.77
9/2/1995,39.52,43.95,29.16,36.81,1.34,26.26,10.31,98.98,
9/3/1995,39.33,44.06,30.88,37.31,1.37,23.17,9.36,98.76,113.7
9/4/1995,37.4,43.79,28.14,35.68,2.75,17.82,6.58,98.72,114.14
9/5/1995,35.91,43.64,24.37,33.81,4.19,27.06,9,98.96,110.62
9/6/1995,35.17,42.48,25.57,33.57,4.96,28.89,9.44,99.4,112.77
9/7/1995,35.85,42.96,25.62,34.17,4.37,24.94,8.42,99.48,105.17
9/8/1995,35.89,43.29,26.32,34.48,5.07,24.85,8.53,99.55,89.74
9/9/1995,36.04,42.24,25.84,33.94,3.49,27.73,9.22,99.74,98.76
9/10/1995,36.61,42.15,26.45,34.44,3.5,29.76,10.17,99.82,85.54
9/11/1995,36.74,42.26,27.23,34.72,3.81,30.87,10.72,99.87,101.29
9/12/1995,37.08,42.9,27.7,35.07,3.31,28.51,10.07,99.99,100.93
9/13/1995,36.93,43.55,27.09,35.18,4.24,27.39,9.75,99.87,103.88
9/14/1995,36.82,43.94,27.15,35.25,5.05,29.29,10.5,99.57,92.82
9/15/1995,35.78,43.48,25.56,34.16,4.22,30.87,10.42,99.54,61.84
9/16/1995,35.46,43.11,25.22,33.8,3.72,27.64,9.13,99.6,93
9/17/1995,35.59,43.08,25.3,33.93,2.99,22.52,7.48,99.73,94.99
9/18/1995,35.88,43.46,25.18,34.06,2.91,19.84,6.64,99.69,97.59
9/19/1995,36.53,44.15,25.5,34.67,3.35,24.58,8.53,99.54,102.66
9/20/1995,36.89,44,26.24,34.79,3.35,28.34,9.9,99.56,105.98
9/21/1995,36.63,44.57,25.31,34.65,3.37,26.56,9.21,99.49,104.02
9/22/1995,36.37,44.31,25.84,34.69,4.69,32.54,11.34,99.37,105.37
9/23/1995,35.45,42.06,25.04,33.34,3.71,34.96,11.3,99.38,99.56
9/24/1995,35.55,41.59,26.61,33.7,3.1,31.97,10.51,99.63,96.22
9/25/1995,35.96,41.89,26.4,33.76,2.02,27.98,9.21,99.78,102.28
9/26/1995,35.78,42.28,25.58,33.89,2.59,23.99,7.95,99.75,99.58
9/27/1995,35.84,42.4,25.91,34.07,2.72,24.59,8.23,99.79,101.47
9/28/1995,35.63,43.06,25.85,34.19,3.71,24.77,8.36,99.67,97.88
9/29/1995,35.45,42.36,25.09,33.38,2.71,30.43,9.81,99.72,99.21
9/30/1995,35.59,42.67,25.48,33.73,2.55,25.82,8.48,99.79,99.74
10/1/1995,35.48,42.75,25.41,33.7,2.85,27.92,9.15,99.83,103.08
10/2/1995,35.81,42.78,25.78,34.03,2.83,28.44,9.49,99.92,103.64
10/3/1995,34.85,42.85,25.93,33.74,2.65,23.1,7.58,99.82,
10/4/1995,32.28,41.41,21.81,31.91,2.03,8.7,2.57,99.8,
10/5/1995,31.77,41.62,22.42,32.58,1.48,7.89,2.42,99.93,97.73
10/6/1995,31.58,41.26,23.48,31.66,1.75,9.1,2.65,99.97,99.46
10/7/1995,32.14,40.73,23.78,31.44,1.91,17.19,4.94,100.01,97.85
10/8/1995,32.65,40.49,23.27,31.62,2.41,22.68,6.59,100.05,96.91
10/9/1995,33.24,41.03,25.13,32.34,1.37,19.77,5.97,100.13,94.62
10/10/1995,33.07,41.46,25.17,32.6,1.58,17.28,5.3,100.02,92.22
10/11/1995,32.88,41.34,23.96,31.93,1.79,16.32,4.82,99.97,93.96
10/12/1995,32.49,40.99,23.95,32.21,1.87,16.61,4.99,99.99,92.14
10/13/1995,32.6,40.58,25.62,32.49,1.56,19.13,5.84,99.93,92.77
10/14/1995,33.07,41.39,26.24,33.04,1.71,18.51,5.83,99.89,89.75
10/15/1995,33.76,40.36,24.81,32.41,2.84,28.28,8.62,99.9,91.67
10/16/1995,30.62,36.09,24.59,29.65,2.87,44.85,11.66,100.22,90.42
10/17/1995,29.55,35.91,21.59,28.19,1.69,48.95,11.67,100.42,87.87
10/18/1995,29.69,38.07,21.94,29.86,2.29,30.27,7.94,100.28,87.45
10/19/1995,28.18,37.07,20.08,28.5,2.94,18.7,4.54,100.07,83.88
10/20/1995,27.42,36.74,19.35,27.32,3.39,16.74,3.79,100.13,87
10/21/1995,27.24,36.27,17.74,26.83,2.26,14.35,3.14,100.42,85.67
10/22/1995,27.55,36.09,18.36,27.34,1.95,20.71,4.67,100.68,89.2
10/23/1995,27.71,36.21,22.26,28.7,1.5,21.03,5.13,100.7,86.58
10/24/1995,29.12,38.31,22.11,29.49,2.39,23.22,5.94,100.63,86.19
10/25/1995,29.82,38.52,22.29,29.65,1.8,22.25,5.75,100.48,85.35
10/26/1995,29.29,37.86,20.78,28.87,2.45,19.81,4.89,100.49,83.81
10/27/1995,27.47,35.8,19.4,27.06,2.66,19.63,4.36,100.43,84.19
10/28/1995,25.77,34.98,18.48,26,3.07,14.75,3.08,100.33,81.68
10/29/1995,25.05,34.32,16.47,24.88,2.79,14.07,2.74,100.49,84.44
10/30/1995,23.9,33.14,15.61,24.27,3.17,14.08,2.65,100.51,81.71
10/31/1995,24.01,34.5,15.2,24.66,2.76,12.82,2.47,100.47,82.12
11/1/1995,24.08,34.82,17.58,25.32,1.98,12.91,2.58,100.52,82.19
11/2/1995,24.23,35.61,17.13,25.13,2.35,11.28,2.23,100.5,76.08
11/3/1995,24.98,37.05,18.79,26.18,2.43,10.88,2.29,100.37,72.26
11/4/1995,25.22,36.5,17.72,25.76,2.21,12.6,2.6,100.15,68.97
11/5/1995,25.55,35.08,18.11,25.6,2.46,27.97,5.72,100.22,
11/6/1995,27.22,34.38,19.05,26.26,2.26,32.32,6.87,100.41,72.87
11/7/1995,26.78,34.06,18.73,26.65,1.39,22.98,4.98,100.57,77.03
11/8/1995,25.82,34.58,19.3,27.24,1.22,20.86,4.68,100.61,75.4
11/9/1995,24.87,34.35,17.28,25.4,2.13,19.53,3.93,100.48,75.19
11/10/1995,23.87,34.31,17.31,24.91,2.35,16.43,3.22,100.27,74.29
11/11/1995,24.48,35.64,16.52,24.48,2.25,20.72,3.96,100.29,71.57
11/12/1995,24.68,34.78,17.54,25.34,1.35,21.82,4.38,100.48,71.57
11/13/1995,24.7,35.82,18.72,25.35,2.92,16.64,3.34,100.53,71.18
11/14/1995,25.2,36.24,16.15,25,2.25,20.66,4.05,100.7,72.7
11/15/1995,24.62,36.28,18.51,25.92,1.9,14.08,2.92,100.43,71.51
11/16/1995,23.63,34.82,15.3,24.92,2.06,13.54,2.65,100.22,72.88
11/17/1995,22.5,32.67,14.49,23.09,2.69,14.21,2.49,100.53,69.81
11/18/1995,22.06,33.12,15.05,23.61,2.01,14.04,2.53,100.75,67.93
11/19/1995,21.2,32.26,16.64,22.69,2.29,11.73,2,100.61,65.34
11/20/1995,20.95,32.31,13.3,21.6,3.29,13.93,2.23,100.51,65.45
11/21/1995,20.24,32.03,14.82,22.22,2.18,10.29,1.71,100.51,66.2
11/22/1995,19.89,31.42,14.17,22.57,1.25,9.52,1.61,100.6,64.88
11/23/1995,20.09,30.5,13.77,21.66,1.66,14.36,2.3,100.86,65.38
11/24/1995,19.64,30.76,14.33,21.46,1.82,12.74,2.01,100.9,63.61
11/25/1995,19.03,29.97,14.48,20.86,2.24,11.48,1.75,100.61,65.93
11/26/1995,20.79,30.55,12.18,20.55,3.59,21.52,3.24,100.31,63.46
11/27/1995,20.94,29.23,15.02,20.6,4.79,30.89,4.66,100.41,59.94
11/28/1995,16.72,25.61,10.25,16.69,5.85,9.1,1.07,100.82,59.65
